position_0,position_1,position_2,position_3,position_4,trial_uid
0,4,2,1,3,S04_1test_T189
1,0,3,4,2,S04_1test_T190
4,2,3,1,0,S04_1test_T191
4,1,0,2,3,S04_1test_T192
0,1,2,4,3,S04_1test_T193
2,0,3,1,4,S04_1test_T194
0,2,4,3,1,S04_1test_T195
4,1,3,2,0,S04_1test_T196
3,0,2,4,1,S04_1test_T197
4,1,0,2,3,S04_1test_T198
0,2,1,3,4,S04_1test_T199
3,0,2,4,1,S04_1test_T200
3,0,2,4,1,S04_1test_T201
1,4,2,3,0,S04_1test_T202
0,3,4,1,2,S04_1test_T203
2,1,4,3,0,S04_1test_T204
1,2,3,0,4,S04_1test_T205
0,4,3,2,1,S04_1test_T206
0,2,4,3,1,S04_1test_T207
4,2,3,1,0,S04_1test_T208
0,3,1,4,2,S04_1test_T209
4,1,2,3,0,S04_1test_T210
1,3,2,0,4,S04_1test_T211
1,2,0,3,4,S04_1test_T212
2,4,1,3,0,S04_1test_T213
3,1,0,4,2,S04_1test_T214
0,4,2,1,3,S04_1test_T215
2,3,1,0,4,S04_1test_T216
1,2,4,0,3,S04_1test_T217
2,1,3,4,0,S04_1test_T218
2,1,3,0,4,S04_1test_T219
4,0,1,2,3,S04_1test_T220
4,1,2,0,3,S04_1test_T221
3,1,4,2,0,S04_1test_T222
2,4,3,1,0,S04_1test_T223
1,2,0,3,4,S04_1test_T224
4,0,3,2,1,S04_1test_T225
4,2,3,1,0,S04_1test_T226
2,0,4,3,1,S04_1test_T227
4,2,3,0,1,S04_1test_T228
2,1,4,3,0,S04_1test_T229
4,2,3,1,0,S04_1test_T230
2,3,4,0,1,S04_1test_T231
4,0,2,3,1,S04_1test_T232
4,2,1,3,0,S04_1test_T233
4,2,3,0,1,S04_1test_T234
1,2,0,4,3,S04_1test_T235
0,1,3,2,4,S04_1test_T236
0,3,4,2,1,S04_1test_T237
1,3,4,2,0,S04_1test_T238
1,0,3,4,2,S04_1test_T239
2,3,4,1,0,S04_1test_T240
4,3,2,1,0,S04_1test_T241
3,0,2,4,1,S04_1test_T242
2,0,1,4,3,S04_1test_T243
2,4,3,0,1,S04_1test_T244
4,2,1,3,0,S04_1test_T245
2,3,4,1,0,S04_1test_T246
4,2,3,1,0,S04_1test_T247
0,3,2,1,4,S04_1test_T248
4,0,1,3,2,S04_1test_T249
4,1,0,2,3,S04_1test_T250
2,3,4,1,0,S04_1test_T251
4,1,3,0,2,S04_1test_T252
3,4,0,1,2,S04_1test_T253
2,1,3,0,4,S04_1test_T254
1,4,0,3,2,S04_1test_T255
3,0,4,1,2,S04_1test_T256
4,0,1,2,3,S04_1test_T257
3,0,2,1,4,S04_1test_T258
1,3,0,2,4,S04_1test_T259
3,0,4,2,1,S04_1test_T260
0,4,2,1,3,S04_1test_T261
2,1,3,0,4,S04_1test_T262
4,3,1,0,2,S04_1test_T263
4,2,1,0,3,S04_1test_T264
4,0,3,2,1,S04_1test_T265
1,4,2,0,3,S04_1test_T266
2,1,4,0,3,S04_1test_T267
0,4,2,1,3,S04_1test_T268
2,1,0,4,3,S04_1test_T269
4,1,0,2,3,S04_1test_T270
1,4,3,2,0,S04_1test_T271
2,3,0,1,4,S04_1test_T272
3,1,0,2,4,S04_1test_T273
0,3,1,2,4,S04_1test_T274
3,2,1,0,4,S04_1test_T275
3,4,2,0,1,S04_1test_T276
2,4,0,1,3,S04_1test_T277
0,3,4,2,1,S04_1test_T278
2,3,1,4,0,S04_1test_T279
1,2,4,0,3,S04_1test_T280
2,0,4,1,3,S04_1test_T281
0,1,3,4,2,S04_1test_T282
2,1,4,3,0,S04_1test_T283
3,0,1,4,2,S04_1test_T284
2,1,0,4,3,S04_1test_T285
0,3,1,2,4,S04_1test_T286
2,1,4,3,0,S04_1test_T287
2,0,4,3,1,S04_1test_T288
0,3,2,4,1,S05_0train_T001
1,0,2,3,4,S05_0train_T002
1,0,4,3,2,S05_0train_T003
0,4,1,2,3,S05_0train_T004
3,0,1,2,4,S05_0train_T005
4,3,0,1,2,S05_0train_T006
3,2,1,0,4,S05_0train_T007
2,0,4,1,3,S05_0train_T008
3,1,4,2,0,S05_0train_T009
4,0,1,2,3,S05_0train_T010
4,2,0,3,1,S05_0train_T011
1,2,0,4,3,S05_0train_T012
3,1,0,4,2,S05_0train_T013
1,3,4,0,2,S05_0train_T014
3,1,0,4,2,S05_0train_T015
0,2,3,4,1,S05_0train_T016
4,2,3,1,0,S05_0train_T017
3,1,2,0,4,S05_0train_T018
0,2,4,1,3,S05_0train_T019
0,1,2,4,3,S05_0train_T020
3,1,4,0,2,S05_0train_T021
1,0,2,3,4,S05_0train_T022
1,4,3,2,0,S05_0train_T023
3,1,4,2,0,S05_0train_T024
4,2,0,1,3,S05_0train_T025
3,1,2,4,0,S05_0train_T026
0,1,2,4,3,S05_0train_T027
3,0,2,1,4,S05_0train_T028
2,3,4,0,1,S05_0train_T029
1,4,0,2,3,S05_0train_T030
2,1,4,0,3,S05_0train_T031
4,1,3,0,2,S05_0train_T032
2,1,0,3,4,S05_0train_T033
2,3,4,1,0,S05_0train_T034
0,4,1,3,2,S05_0train_T035
3,0,4,2,1,S05_0train_T036
1,3,2,4,0,S05_0train_T037
3,4,0,2,1,S05_0train_T038
4,0,2,1,3,S05_0train_T039
0,3,4,1,2,S05_0train_T040
2,0,1,3,4,S05_0train_T041
0,3,4,1,2,S05_0train_T042
1,4,3,0,2,S05_0train_T043
3,1,0,2,4,S05_0train_T044
1,4,2,0,3,S05_0train_T045
3,4,2,0,1,S05_0train_T046
1,3,4,0,2,S05_0train_T047
3,0,1,4,2,S05_0train_T048
1,0,2,4,3,S05_0train_T049
0,1,4,3,2,S05_0train_T050
1,2,4,3,0,S05_0train_T051
1,4,3,2,0,S05_0train_T052
0,2,4,1,3,S05_0train_T053
0,1,3,4,2,S05_0train_T054
2,1,4,3,0,S05_0train_T055
3,0,1,4,2,S05_0train_T056
0,3,2,4,1,S05_0train_T057
2,0,1,4,3,S05_0train_T058
0,4,2,3,1,S05_0train_T059
2,3,0,4,1,S05_0train_T060
1,0,4,2,3,S05_0train_T061
1,0,2,3,4,S05_0train_T062
3,4,1,0,2,S05_0train_T063
3,1,4,2,0,S05_0train_T064
2,1,3,0,4,S05_0train_T065
1,2,3,0,4,S05_0train_T066
4,2,0,3,1,S05_0train_T067
2,4,3,1,0,S05_0train_T068
3,1,2,4,0,S05_0train_T069
3,2,1,0,4,S05_0train_T070
2,1,4,0,3,S05_0train_T071
2,3,4,0,1,S05_0train_T072
3,0,4,1,2,S05_0train_T073
2,1,3,4,0,S05_0train_T074
2,3,4,1,0,S05_0train_T075
3,2,4,1,0,S05_0train_T076
4,2,0,1,3,S05_0train_T077
3,0,2,1,4,S05_0train_T078
3,0,1,2,4,S05_0train_T079
3,2,0,4,1,S05_0train_T080
2,4,1,0,3,S05_0train_T081
1,0,2,3,4,S05_0train_T082
4,1,3,0,2,S05_0train_T083
0,3,4,2,1,S05_0train_T084
2,0,4,1,3,S05_0train_T085
0,4,2,3,1,S05_0train_T086
0,3,2,4,1,S05_0train_T087
1,3,2,0,4,S05_0train_T088
1,4,3,0,2,S05_0train_T089
0,3,4,2,1,S05_0train_T090
1,4,0,2,3,S05_0train_T091
2,0,4,3,1,S05_0train_T092
1,0,3,4,2,S05_0train_T093
3,2,0,1,4,S05_0train_T094
0,3,4,1,2,S05_0train_T095
1,2,3,0,4,S05_0train_T096
0,4,3,1,2,S05_0train_T097
1,4,2,3,0,S05_0train_T098
4,2,3,1,0,S05_0train_T099
1,3,4,2,0,S05_0train_T100
3,4,0,2,1,S05_0train_T101
1,3,2,4,0,S05_0train_T102
4,1,2,3,0,S05_0train_T103
2,4,3,0,1,S05_0train_T104
1,2,4,3,0,S05_0train_T105
0,3,2,1,4,S05_0train_T106
0,2,1,4,3,S05_0train_T107
2,0,1,4,3,S05_0train_T108
0,4,3,2,1,S05_0train_T109
1,2,0,4,3,S05_0train_T110
0,2,4,3,1,S05_0train_T111
0,2,3,1,4,S05_0train_T112
3,2,4,0,1,S05_0train_T113
4,1,3,0,2,S05_0train_T114
3,4,1,0,2,S05_0train_T115
0,3,1,2,4,S05_0train_T116
0,4,3,1,2,S05_0train_T117
2,0,4,1,3,S05_0train_T118
4,1,3,2,0,S05_0train_T119
4,2,1,0,3,S05_0train_T120
4,3,1,2,0,S05_0train_T121
4,3,1,2,0,S05_0train_T122
0,2,3,4,1,S05_0train_T123
0,1,3,2,4,S05_0train_T124
4,2,3,0,1,S05_0train_T125
0,3,4,2,1,S05_0train_T126
4,3,1,0,2,S05_0train_T127
0,4,2,1,3,S05_0train_T128
2,0,4,3,1,S05_0train_T129
4,1,2,0,3,S05_0train_T130
4,3,0,2,1,S05_0train_T131
4,1,0,2,3,S05_0train_T132
3,2,1,0,4,S05_0train_T133
2,0,1,4,3,S05_0train_T134
1,3,4,0,2,S05_0train_T135
2,0,1,4,3,S05_0train_T136
1,2,3,4,0,S05_0train_T137
0,1,4,2,3,S05_0train_T138
3,2,0,1,4,S05_0train_T139
3,2,0,4,1,S05_0train_T140
2,3,4,1,0,S05_0train_T141
1,2,0,3,4,S05_0train_T142
0,4,3,2,1,S05_0train_T143
1,3,2,0,4,S05_0train_T144
4,1,3,2,0,S05_0train_T145
0,4,3,2,1,S05_0train_T146
2,0,1,4,3,S05_0train_T147
2,1,3,4,0,S05_0train_T148
2,1,4,0,3,S05_0train_T149
4,2,3,1,0,S05_0train_T150
3,4,2,0,1,S05_0train_T151
3,4,1,0,2,S05_0train_T152
2,4,3,1,0,S05_0train_T153
2,3,4,1,0,S05_0train_T154
3,2,0,1,4,S05_0train_T155
2,0,1,3,4,S05_0train_T156
2,3,4,0,1,S05_0train_T157
3,4,0,2,1,S05_0train_T158
2,4,3,0,1,S05_0train_T159
2,4,1,3,0,S05_0train_T160
0,1,3,4,2,S05_0train_T161
0,4,1,2,3,S05_0train_T162
1,4,0,3,2,S05_0train_T163
0,2,4,3,1,S05_0train_T164
4,0,3,2,1,S05_0train_T165
1,4,0,2,3,S05_0train_T166
3,0,2,4,1,S05_0train_T167
4,1,2,0,3,S05_0train_T168
2,3,0,1,4,S05_0train_T169
4,1,2,0,3,S05_0train_T170
4,3,0,1,2,S05_0train_T171
1,4,0,2,3,S05_0train_T172
2,0,4,1,3,S05_0train_T173
2,4,3,0,1,S05_0train_T174
1,0,4,2,3,S05_0train_T175
1,0,2,4,3,S05_0train_T176
2,0,4,3,1,S05_0train_T177
2,0,1,4,3,S05_0train_T178
1,2,3,4,0,S05_0train_T179
0,1,4,2,3,S05_0train_T180
0,3,4,2,1,S05_0train_T181
2,3,1,4,0,S05_0train_T182
3,1,2,0,4,S05_0train_T183
3,0,1,2,4,S05_0train_T184
4,3,1,0,2,S05_0train_T185
0,3,1,4,2,S05_0train_T186
0,4,1,3,2,S05_0train_T187
2,4,0,3,1,S05_0train_T188
1,3,0,2,4,S05_0train_T189
1,3,4,0,2,S05_0train_T190
1,4,0,2,3,S05_0train_T191
2,1,0,4,3,S05_0train_T192
4,1,0,3,2,S05_0train_T193
0,2,4,1,3,S05_0train_T194
4,1,0,3,2,S05_0train_T195
2,4,3,1,0,S05_0train_T196
1,4,0,3,2,S05_0train_T197
4,0,3,1,2,S05_0train_T198
0,4,2,1,3,S05_0train_T199
0,1,3,2,4,S05_0train_T200
0,3,4,1,2,S05_0train_T201
2,3,1,0,4,S05_0train_T202
2,0,1,3,4,S05_0train_T203
1,2,4,3,0,S05_0train_T204
0,1,4,2,3,S05_0train_T205
0,4,1,3,2,S05_0train_T206
1,2,4,0,3,S05_0train_T207
0,1,3,4,2,S05_0train_T208
0,1,4,2,3,S05_0train_T209
3,1,0,4,2,S05_0train_T210
2,1,4,0,3,S05_0train_T211
0,1,2,4,3,S05_0train_T212
4,2,0,1,3,S05_0train_T213
4,3,1,2,0,S05_0train_T214
2,4,3,0,1,S05_0train_T215
4,0,1,3,2,S05_0train_T216
4,3,2,1,0,S05_0train_T217
2,0,1,3,4,S05_0train_T218
0,2,3,4,1,S05_0train_T219
1,4,0,3,2,S05_0train_T220
3,2,4,0,1,S05_0train_T221
1,3,0,4,2,S05_0train_T222
2,3,1,0,4,S05_0train_T223
1,2,4,0,3,S05_0train_T224
0,4,2,3,1,S05_0train_T225
3,4,2,0,1,S05_0train_T226
2,0,4,3,1,S05_0train_T227
3,4,0,2,1,S05_0train_T228
2,4,3,1,0,S05_0train_T229
3,0,4,1,2,S05_0train_T230
2,3,4,1,0,S05_0train_T231
1,0,4,2,3,S05_0train_T232
3,1,4,2,0,S05_0train_T233
4,3,1,0,2,S05_0train_T234
4,2,3,0,1,S05_0train_T235
4,2,1,3,0,S05_0train_T236
2,0,4,1,3,S05_0train_T237
0,1,3,2,4,S05_0train_T238
1,4,2,3,0,S05_0train_T239
1,3,4,0,2,S05_0train_T240
1,2,3,0,4,S05_0train_T241
3,2,1,0,4,S05_0train_T242
2,0,3,1,4,S05_0train_T243
3,1,0,2,4,S05_0train_T244
2,3,4,1,0,S05_0train_T245
1,0,4,2,3,S05_0train_T246
0,2,1,3,4,S05_0train_T247
4,3,2,0,1,S05_0train_T248
2,0,3,1,4,S05_0train_T249
2,3,1,4,0,S05_0train_T250
0,2,1,4,3,S05_0train_T251
3,1,4,0,2,S05_0train_T252
1,3,4,0,2,S05_0train_T253
1,4,2,3,0,S05_0train_T254
4,3,2,0,1,S05_0train_T255
4,2,1,3,0,S05_0train_T256
2,3,4,0,1,S05_0train_T257
3,1,0,4,2,S05_0train_T258
0,2,4,3,1,S05_0train_T259
2,0,3,1,4,S05_0train_T260
0,1,4,3,2,S05_0train_T261
2,4,1,3,0,S05_0train_T262
2,1,4,3,0,S05_0train_T263
3,0,4,1,2,S05_0train_T264
3,4,2,1,0,S05_0train_T265
4,2,1,0,3,S05_0train_T266
3,0,4,2,1,S05_0train_T267
4,0,2,3,1,S05_0train_T268
4,2,3,1,0,S05_0train_T269
1,0,3,4,2,S05_0train_T270
2,4,1,3,0,S05_0train_T271
3,2,0,1,4,S05_0train_T272
0,2,1,4,3,S05_0train_T273
2,4,0,3,1,S05_0train_T274
4,1,0,3,2,S05_0train_T275
1,0,4,2,3,S05_0train_T276
1,3,0,2,4,S05_0train_T277
2,0,3,1,4,S05_0train_T278
2,3,1,4,0,S05_0train_T279
2,0,1,3,4,S05_0train_T280
4,2,1,0,3,S05_0train_T281
1,4,2,3,0,S05_0train_T282
1,4,0,3,2,S05_0train_T283
2,4,0,1,3,S05_0train_T284
0,2,4,1,3,S05_0train_T285
4,3,0,2,1,S05_0train_T286
4,1,2,0,3,S05_0train_T287
4,1,3,0,2,S05_0train_T288
2,4,3,0,1,S05_1test_T001
4,1,3,0,2,S05_1test_T002
0,2,1,4,3,S05_1test_T003
3,1,2,0,4,S05_1test_T004
2,1,0,4,3,S05_1test_T005
1,4,0,2,3,S05_1test_T006
2,4,0,3,1,S05_1test_T007
2,0,4,1,3,S05_1test_T008
0,2,4,3,1,S05_1test_T009
0,2,1,4,3,S05_1test_T010
0,4,1,3,2,S05_1test_T011
0,3,1,4,2,S05_1test_T012
1,4,0,3,2,S05_1test_T013
2,0,3,4,1,S05_1test_T014
4,1,0,3,2,S05_1test_T015
3,4,2,1,0,S05_1test_T016
2,0,4,1,3,S05_1test_T017
2,3,4,0,1,S05_1test_T018
2,0,3,1,4,S05_1test_T019
1,2,4,3,0,S05_1test_T020
2,1,4,3,0,S05_1test_T021
0,4,3,1,2,S05_1test_T022
1,4,0,2,3,S05_1test_T023
3,2,1,4,0,S05_1test_T024
0,3,2,4,1,S05_1test_T025
2,4,0,1,3,S05_1test_T026
3,1,4,0,2,S05_1test_T027
4,2,0,1,3,S05_1test_T028
0,4,3,2,1,S05_1test_T029
0,4,1,2,3,S05_1test_T030
1,2,0,4,3,S05_1test_T031
4,0,2,3,1,S05_1test_T032
1,2,0,4,3,S05_1test_T033
2,3,0,1,4,S05_1test_T034
1,2,0,3,4,S05_1test_T035
1,4,2,3,0,S05_1test_T036
3,4,0,2,1,S05_1test_T037
2,3,4,0,1,S05_1test_T038
0,4,3,2,1,S05_1test_T039
1,2,3,0,4,S05_1test_T040
3,1,2,4,0,S05_1test_T041
1,0,2,4,3,S05_1test_T042
2,0,3,1,4,S05_1test_T043
2,1,0,3,4,S05_1test_T044
4,0,3,1,2,S05_1test_T045
1,2,4,0,3,S05_1test_T046
0,4,3,1,2,S05_1test_T047
1,4,2,3,0,S05_1test_T048
1,2,3,0,4,S05_1test_T049
2,4,3,1,0,S05_1test_T050
0,2,1,3,4,S05_1test_T051
0,2,3,4,1,S05_1test_T052
4,2,1,3,0,S05_1test_T053
2,3,4,0,1,S05_1test_T054
3,1,0,2,4,S05_1test_T055
4,3,2,0,1,S05_1test_T056
3,1,4,2,0,S05_1test_T057
0,2,1,3,4,S05_1test_T058
2,4,1,0,3,S05_1test_T059
2,4,3,1,0,S05_1test_T060
3,0,1,2,4,S05_1test_T061
3,0,2,4,1,S05_1test_T062
4,3,2,0,1,S05_1test_T063
3,1,2,4,0,S05_1test_T064
2,1,3,4,0,S05_1test_T065
1,2,0,3,4,S05_1test_T066
3,2,1,0,4,S05_1test_T067
2,3,4,1,0,S05_1test_T068
2,4,3,0,1,S05_1test_T069
1,0,3,4,2,S05_1test_T070
3,0,2,1,4,S05_1test_T071
0,4,2,3,1,S05_1test_T072
3,4,1,0,2,S05_1test_T073
1,3,2,4,0,S05_1test_T074
1,2,4,0,3,S05_1test_T075
0,3,2,1,4,S05_1test_T076
3,4,2,1,0,S05_1test_T077
0,3,4,2,1,S05_1test_T078
3,4,2,1,0,S05_1test_T079
3,0,1,4,2,S05_1test_T080
1,4,0,3,2,S05_1test_T081
3,0,1,2,4,S05_1test_T082
0,1,3,4,2,S05_1test_T083
0,4,2,1,3,S05_1test_T084
1,3,0,2,4,S05_1test_T085
2,0,1,3,4,S05_1test_T086
4,3,2,1,0,S05_1test_T087
1,2,4,0,3,S05_1test_T088
4,2,3,1,0,S05_1test_T089
1,4,0,3,2,S05_1test_T090
3,0,2,4,1,S05_1test_T091
3,2,1,4,0,S05_1test_T092
0,1,4,2,3,S05_1test_T093
0,2,3,1,4,S05_1test_T094
3,0,2,4,1,S05_1test_T095
0,3,2,1,4,S05_1test_T096
3,2,4,1,0,S05_1test_T097
3,2,1,0,4,S05_1test_T098
1,2,3,0,4,S05_1test_T099
2,4,3,1,0,S05_1test_T100
1,2,3,4,0,S05_1test_T101
2,3,0,1,4,S05_1test_T102
2,0,1,4,3,S05_1test_T103
3,0,4,2,1,S05_1test_T104
1,3,4,0,2,S05_1test_T105
3,0,1,4,2,S05_1test_T106
2,0,4,3,1,S05_1test_T107
0,3,2,1,4,S05_1test_T108
3,1,0,2,4,S05_1test_T109
3,1,0,2,4,S05_1test_T110
0,2,1,3,4,S05_1test_T111
1,2,4,3,0,S05_1test_T112
4,2,1,3,0,S05_1test_T113
1,0,4,3,2,S05_1test_T114
0,3,1,4,2,S05_1test_T115
4,1,3,0,2,S05_1test_T116
4,3,0,1,2,S05_1test_T117
0,3,2,4,1,S05_1test_T118
0,2,1,3,4,S05_1test_T119
2,1,4,0,3,S05_1test_T120
4,3,0,1,2,S05_1test_T121
1,3,0,4,2,S05_1test_T122
4,3,1,0,2,S05_1test_T123
0,2,4,1,3,S05_1test_T124
4,3,2,0,1,S05_1test_T125
3,0,1,2,4,S05_1test_T126
0,4,1,3,2,S05_1test_T127
4,1,3,2,0,S05_1test_T128
1,3,4,0,2,S05_1test_T129
0,2,1,4,3,S05_1test_T130
1,4,2,0,3,S05_1test_T131
1,4,3,0,2,S05_1test_T132
3,2,0,1,4,S05_1test_T133
2,0,3,4,1,S05_1test_T134
0,4,3,2,1,S05_1test_T135
3,2,0,1,4,S05_1test_T136
2,0,1,4,3,S05_1test_T137
2,4,3,1,0,S05_1test_T138
0,2,3,1,4,S05_1test_T139
4,1,3,2,0,S05_1test_T140
1,3,4,0,2,S05_1test_T141
0,4,3,1,2,S05_1test_T142
4,2,1,3,0,S05_1test_T143
3,1,2,4,0,S05_1test_T144
4,1,3,2,0,S05_1test_T145
4,0,1,3,2,S05_1test_T146
2,0,1,4,3,S05_1test_T147
1,2,3,4,0,S05_1test_T148
2,0,3,4,1,S05_1test_T149
3,0,1,2,4,S05_1test_T150
4,0,1,2,3,S05_1test_T151
3,1,4,2,0,S05_1test_T152
3,0,2,4,1,S05_1test_T153
2,4,3,0,1,S05_1test_T154
3,0,2,1,4,S05_1test_T155
3,0,4,1,2,S05_1test_T156
0,2,4,1,3,S05_1test_T157
2,3,4,1,0,S05_1test_T158
1,0,2,4,3,S05_1test_T159
1,0,4,3,2,S05_1test_T160
2,4,0,3,1,S05_1test_T161
3,0,2,1,4,S05_1test_T162
1,4,3,2,0,S05_1test_T163
1,0,2,4,3,S05_1test_T164
1,2,3,0,4,S05_1test_T165
2,1,4,0,3,S05_1test_T166
2,4,1,0,3,S05_1test_T167
0,3,2,4,1,S05_1test_T168
1,4,3,2,0,S05_1test_T169
2,0,3,1,4,S05_1test_T170
0,1,3,4,2,S05_1test_T171
0,3,4,2,1,S05_1test_T172
3,2,1,0,4,S05_1test_T173
1,0,3,4,2,S05_1test_T174
3,1,4,0,2,S05_1test_T175
3,1,4,0,2,S05_1test_T176
3,1,2,4,0,S05_1test_T177
0,1,4,2,3,S05_1test_T178
2,0,3,4,1,S05_1test_T179
2,0,3,1,4,S05_1test_T180
0,4,1,2,3,S05_1test_T181
1,0,2,4,3,S05_1test_T182
3,1,0,2,4,S05_1test_T183
2,3,1,4,0,S05_1test_T184
1,2,3,0,4,S05_1test_T185
2,1,4,3,0,S05_1test_T186
1,3,4,0,2,S05_1test_T187
1,4,3,0,2,S05_1test_T188
4,1,2,3,0,S05_1test_T189
2,4,0,3,1,S05_1test_T190
2,4,0,1,3,S05_1test_T191
3,1,4,0,2,S05_1test_T192
3,2,1,4,0,S05_1test_T193
1,3,0,2,4,S05_1test_T194
3,0,4,1,2,S05_1test_T195
1,2,0,3,4,S05_1test_T196
3,1,0,4,2,S05_1test_T197
4,3,0,1,2,S05_1test_T198
4,0,3,1,2,S05_1test_T199
4,3,1,2,0,S05_1test_T200
3,0,2,1,4,S05_1test_T201
3,4,0,2,1,S05_1test_T202
1,4,2,0,3,S05_1test_T203
0,2,3,1,4,S05_1test_T204
4,2,1,3,0,S05_1test_T205
3,2,4,0,1,S05_1test_T206
3,2,4,1,0,S05_1test_T207
3,1,2,4,0,S05_1test_T208
2,3,4,0,1,S05_1test_T209
0,4,3,2,1,S05_1test_T210
2,3,1,4,0,S05_1test_T211
0,4,3,2,1,S05_1test_T212
4,2,1,3,0,S05_1test_T213
2,3,0,4,1,S05_1test_T214
2,0,1,3,4,S05_1test_T215
3,0,4,1,2,S05_1test_T216
3,4,1,0,2,S05_1test_T217
4,0,2,1,3,S05_1test_T218
2,3,0,4,1,S05_1test_T219
0,4,2,1,3,S05_1test_T220
0,3,4,1,2,S05_1test_T221
2,3,4,1,0,S05_1test_T222
2,3,1,0,4,S05_1test_T223
0,3,4,2,1,S05_1test_T224
0,2,1,4,3,S05_1test_T225
2,0,3,1,4,S05_1test_T226
4,0,2,1,3,S05_1test_T227
4,1,0,3,2,S05_1test_T228
4,0,2,3,1,S05_1test_T229
4,3,0,2,1,S05_1test_T230
4,3,0,2,1,S05_1test_T231
0,2,3,4,1,S05_1test_T232
4,1,2,3,0,S05_1test_T233
3,2,0,4,1,S05_1test_T234
0,1,3,2,4,S05_1test_T235
4,0,3,1,2,S05_1test_T236
0,4,3,2,1,S05_1test_T237
0,3,1,2,4,S05_1test_T238
3,2,0,4,1,S05_1test_T239
4,2,3,1,0,S05_1test_T240
4,3,0,1,2,S05_1test_T241
0,4,3,2,1,S05_1test_T242
0,1,4,2,3,S05_1test_T243
1,3,2,0,4,S05_1test_T244
2,3,1,0,4,S05_1test_T245
3,4,2,1,0,S05_1test_T246
4,3,2,0,1,S05_1test_T247
0,2,3,1,4,S05_1test_T248
1,4,0,3,2,S05_1test_T249
4,1,0,2,3,S05_1test_T250
3,4,0,1,2,S05_1test_T251
4,0,3,2,1,S05_1test_T252
2,1,0,4,3,S05_1test_T253
3,4,1,2,0,S05_1test_T254
1,2,3,4,0,S05_1test_T255
3,4,2,0,1,S05_1test_T256
0,1,4,2,3,S05_1test_T257
4,0,2,1,3,S05_1test_T258
4,2,1,0,3,S05_1test_T259
4,2,1,3,0,S05_1test_T260
2,1,0,3,4,S05_1test_T261
0,1,3,2,4,S05_1test_T262
4,0,2,1,3,S05_1test_T263
4,3,2,0,1,S05_1test_T264
2,3,0,4,1,S05_1test_T265
4,1,3,2,0,S05_1test_T266
1,3,2,0,4,S05_1test_T267
0,1,2,4,3,S05_1test_T268
4,1,2,0,3,S05_1test_T269
2,0,3,4,1,S05_1test_T270
1,4,3,2,0,S05_1test_T271
4,3,0,2,1,S05_1test_T272
0,3,4,1,2,S05_1test_T273
1,2,0,4,3,S05_1test_T274
2,0,1,3,4,S05_1test_T275
0,3,2,4,1,S05_1test_T276
3,2,4,1,0,S05_1test_T277
1,4,3,2,0,S05_1test_T278
4,2,3,0,1,S05_1test_T279
2,1,3,0,4,S05_1test_T280
4,0,1,3,2,S05_1test_T281
1,0,2,3,4,S05_1test_T282
1,3,2,4,0,S05_1test_T283
3,4,2,1,0,S05_1test_T284
3,1,2,4,0,S05_1test_T285
3,4,1,2,0,S05_1test_T286
2,1,3,0,4,S05_1test_T287
1,0,2,3,4,S05_1test_T288
0,4,2,1,3,S06_0train_T001
4,3,1,2,0,S06_0train_T002
1,2,4,0,3,S06_0train_T003
3,4,0,1,2,S06_0train_T004
0,3,1,4,2,S06_0train_T005
0,3,4,1,2,S06_0train_T006
4,1,2,3,0,S06_0train_T007
4,3,1,2,0,S06_0train_T008
0,2,3,1,4,S06_0train_T009
1,4,0,2,3,S06_0train_T010
4,1,2,0,3,S06_0train_T011
1,0,2,4,3,S06_0train_T012
3,0,2,4,1,S06_0train_T013
1,3,4,0,2,S06_0train_T014
4,1,0,2,3,S06_0train_T015
3,0,4,1,2,S06_0train_T016
1,2,4,3,0,S06_0train_T017
2,0,1,4,3,S06_0train_T018
0,4,2,1,3,S06_0train_T019
4,1,3,2,0,S06_0train_T020
3,0,4,2,1,S06_0train_T021
1,0,2,3,4,S06_0train_T022
2,4,1,0,3,S06_0train_T023
0,4,1,2,3,S06_0train_T024
2,1,4,0,3,S06_0train_T025
4,3,1,2,0,S06_0train_T026
3,4,1,2,0,S06_0train_T027
0,4,2,1,3,S06_0train_T028
0,3,2,1,4,S06_0train_T029
3,2,1,4,0,S06_0train_T030
2,1,0,4,3,S06_0train_T031
3,1,0,4,2,S06_0train_T032
1,3,4,0,2,S06_0train_T033
4,1,3,0,2,S06_0train_T034
2,0,4,1,3,S06_0train_T035
4,2,1,0,3,S06_0train_T036
4,1,3,2,0,S06_0train_T037
0,4,2,3,1,S06_0train_T038
1,2,3,0,4,S06_0train_T039
4,0,1,2,3,S06_0train_T040
2,3,1,4,0,S06_0train_T041
4,0,1,3,2,S06_0train_T042
4,1,2,3,0,S06_0train_T043
4,0,1,3,2,S06_0train_T044
3,1,4,2,0,S06_0train_T045
0,2,4,3,1,S06_0train_T046
0,3,2,1,4,S06_0train_T047
3,0,2,4,1,S06_0train_T048
4,2,0,1,3,S06_0train_T049
0,4,3,2,1,S06_0train_T050
1,0,2,4,3,S06_0train_T051
2,1,3,0,4,S06_0train_T052
2,1,4,0,3,S06_0train_T053
3,0,1,2,4,S06_0train_T054
4,1,2,0,3,S06_0train_T055
4,1,3,2,0,S06_0train_T056
4,1,3,0,2,S06_0train_T057
0,3,1,2,4,S06_0train_T058
0,3,2,4,1,S06_0train_T059
